Item,Language,Participant,Participant,Gender,Age,Rating,Bias
accountant,Hungarian,hu_44,,male,25-35,0,female
accountant,Hungarian,hu_45,,female,<25,0,female
accountant,Hungarian,hu_46,,female,25-35,0,female
accountant,Hungarian,hu_47,,male,25-35,1,female
accountant,Hungarian,hu_48,,male,35-45,0,female
accountant,Hungarian,hu_49,,male,25-35,1,female
accountant,Hungarian,hu_50,,male,25-35,1,female
accountant,Hungarian,hu_51,,male,25-35,0,female
accountant,Hungarian,hu_52,,male,25-35,1,female
accountant,Hungarian,hu_53,,male,25-35,1,female
accountant,Hungarian,hu_54,,male,45-55,1,female
accountant,Hungarian,hu_55,,female,35-45,0,female
accountant,Hungarian,hu_56,,female,25-35,1,female
accountant,Hungarian,hu_58,,female,25-35,1,female
accountant,Hungarian,hu_60,,female,25-35,0,female
accountant,Hungarian,hu_62,,male,25-35,1,female
accountant,Hungarian,hu_64,,male,<25,2,female
accountant,Hungarian,hu_65,,female,35-45,2,female
accountant,Hungarian,hu_66,,female,25-35,0,female
accountant,Hungarian,hu_67,,male,<25,2,female
accountant,Hungarian,hu_68,,female,35-45,0,female
accountant,Hungarian,hu_70,,male,25-35,0,female
accountant,Hungarian,hu_71,,female,25-35,1,female
accountant,Hungarian,hu_72,,male,<25,0,female
accountant,Hungarian,hu_73,,female,25-35,0,female
accountant,Hungarian,hu_74,,male,25-35,2,female
accountant,Hungarian,hu_76,,male,45-55,2,female
accountant,Hungarian,hu_77,,female,25-35,2,female
accountant,Hungarian,hu_78,,male,35-45,1,female
accountant,Hungarian,hu_79,,female,25-35,0,female
accountant,Hungarian,hu_80,,male,25-35,1,female
accountant,Hungarian,hu_81,,female,25-35,2,female
accountant,Hungarian,hu_82,,male,35-45,0,female
accountant,Hungarian,hu_83,,female,35-45,0,female
accountant,Hungarian,hu_84,,female,25-35,2,female
accountant,Hungarian,hu_85,,female,35-45,1,female
accountant,Hungarian,hu_86,,female,45-55,0,female
accountant,Hungarian,hu_87,,female,<25,1,female
accountant,Hungarian,hu_88,,male,35-45,1,female
accountant,Hungarian,hu_89,,female,<25,1,female
accountant,Hungarian,hu_90,,female,25-35,0,female
accountant,Hungarian,hu_93,,male,25-35,0,female
accountant,Hungarian,hu_95,,male,35-45,1,female
accountant,Hungarian,hu_96,,male,25-35,1,female
accountant,Hungarian,hu_97,,female,35-45,1,female
accountant,Hungarian,hu_99,,male,35-45,0,female
professor,Hungarian,hu_1,,male,25-35,-1,male
professor,Hungarian,hu_2,,male,45-55,-2,male
professor,Hungarian,hu_3,,male,25-35,0,male
professor,Hungarian,hu_4,,male,35-45,-2,male
professor,Hungarian,hu_5,,male,25-35,0,male
professor,Hungarian,hu_6,,male,25-35,0,male
professor,Hungarian,hu_7,,female,35-45,-1,male
professor,Hungarian,hu_8,,female,45-55,-2,male
professor,Hungarian,hu_9,,male,25-35,-3,male
professor,Hungarian,hu_10,,male,35-45,0,male
professor,Hungarian,hu_11,,female,45-55,-2,male
professor,Hungarian,hu_12,,male,25-35,-1,male
professor,Hungarian,hu_14,,female,25-35,0,male
professor,Hungarian,hu_15,,female,35-45,-1,male
professor,Hungarian,hu_16,,female,25-35,-1,male
professor,Hungarian,hu_17,,female,45-55,0,male
professor,Hungarian,hu_18,,female,45-55,0,male
professor,Hungarian,hu_19,,female,25-35,0,male
professor,Hungarian,hu_20,,female,25-35,-1,male
professor,Hungarian,hu_21,,female,25-35,0,male
professor,Hungarian,hu_22,,male,25-35,-1,male
professor,Hungarian,hu_23,,male,25-35,-1,male
professor,Hungarian,hu_24,,male,25-35,-1,male
professor,Hungarian,hu_25,,male,25-35,-2,male
professor,Hungarian,hu_26,,female,25-35,-2,male
professor,Hungarian,hu_28,,male,25-35,0,male
professor,Hungarian,hu_30,,female,25-35,-2,male
professor,Hungarian,hu_31,,male,25-35,-3,male
professor,Hungarian,hu_33,,male,35-45,-2,male
professor,Hungarian,hu_34,,female,25-35,-3,male
professor,Hungarian,hu_35,,male,35-45,0,male
professor,Hungarian,hu_36,,male,25-35,-1,male
professor,Hungarian,hu_37,,male,25-35,-1,male
professor,Hungarian,hu_38,,female,35-45,-2,male
professor,Hungarian,hu_40,,male,25-35,-1,male
professor,Hungarian,hu_42,,female,25-35,0,male
professor,Hungarian,hu_43,,male,25-35,0,male
professor,Hungarian,hu_44,,male,25-35,-1,male
professor,Hungarian,hu_45,,female,<25,-2,male
professor,Hungarian,hu_46,,female,25-35,0,male
professor,Hungarian,hu_47,,male,25-35,1,male
professor,Hungarian,hu_48,,male,35-45,0,male
professor,Hungarian,hu_49,,male,25-35,-2,male
professor,Hungarian,hu_50,,male,25-35,0,male
professor,Hungarian,hu_51,,male,25-35,0,male
professor,Hungarian,hu_52,,male,25-35,-1,male
professor,Hungarian,hu_53,,male,25-35,-1,male
professor,Hungarian,hu_54,,male,45-55,0,male
professor,Hungarian,hu_55,,female,35-45,-2,male
professor,Hungarian,hu_56,,female,25-35,-1,male
professor,Hungarian,hu_58,,female,25-35,-1,male
professor,Hungarian,hu_60,,female,25-35,0,male
professor,Hungarian,hu_62,,male,25-35,0,male
professor,Hungarian,hu_64,,male,<25,-1,male
professor,Hungarian,hu_65,,female,35-45,-1,male
professor,Hungarian,hu_66,,female,25-35,-1,male
professor,Hungarian,hu_67,,male,<25,-2,male
professor,Hungarian,hu_68,,female,35-45,0,male
professor,Hungarian,hu_70,,male,25-35,0,male
professor,Hungarian,hu_71,,female,25-35,-1,male
professor,Hungarian,hu_72,,male,<25,0,male
professor,Hungarian,hu_73,,female,25-35,-2,male
professor,Hungarian,hu_74,,male,25-35,-3,male
professor,Hungarian,hu_76,,male,45-55,0,male
professor,Hungarian,hu_77,,female,25-35,-1,male
professor,Hungarian,hu_78,,male,35-45,-2,male
professor,Hungarian,hu_79,,female,25-35,0,male
professor,Hungarian,hu_80,,male,25-35,-1,male
professor,Hungarian,hu_81,,female,25-35,-2,male
professor,Hungarian,hu_82,,male,35-45,-1,male
professor,Hungarian,hu_83,,female,35-45,-3,male
professor,Hungarian,hu_84,,female,25-35,-1,male
professor,Hungarian,hu_85,,female,35-45,0,male
professor,Hungarian,hu_86,,female,45-55,-1,male
professor,Hungarian,hu_87,,female,<25,0,male
professor,Hungarian,hu_88,,male,35-45,-2,male
professor,Hungarian,hu_89,,female,<25,-2,male
professor,Hungarian,hu_90,,female,25-35,0,male
professor,Hungarian,hu_93,,male,25-35,-1,male
professor,Hungarian,hu_95,,male,35-45,-1,male
professor,Hungarian,hu_96,,male,25-35,-2,male
professor,Hungarian,hu_97,,female,35-45,-1,male
professor,Hungarian,hu_99,,male,35-45,-2,male
architect,Hungarian,hu_1,,male,25-35,-3,male
architect,Hungarian,hu_2,,male,45-55,-2,male
architect,Hungarian,hu_3,,male,25-35,-2,male
architect,Hungarian,hu_4,,male,35-45,-2,male
architect,Hungarian,hu_5,,male,25-35,0,male
architect,Hungarian,hu_6,,male,25-35,-1,male
architect,Hungarian,hu_7,,female,35-45,-1,male
architect,Hungarian,hu_8,,female,45-55,-2,male
architect,Hungarian,hu_9,,male,25-35,-2,male
architect,Hungarian,hu_10,,male,35-45,0,male
architect,Hungarian,hu_11,,female,45-55,0,male
architect,Hungarian,hu_12,,male,25-35,-2,male
architect,Hungarian,hu_14,,female,25-35,0,male
architect,Hungarian,hu_15,,female,35-45,-1,male
architect,Hungarian,hu_16,,female,25-35,-1,male
architect,Hungarian,hu_17,,female,45-55,-2,male
architect,Hungarian,hu_18,,female,45-55,0,male
architect,Hungarian,hu_19,,female,25-35,-1,male
architect,Hungarian,hu_20,,female,25-35,-1,male
architect,Hungarian,hu_21,,female,25-35,-1,male
architect,Hungarian,hu_22,,male,25-35,-1,male
architect,Hungarian,hu_23,,male,25-35,0,male
architect,Hungarian,hu_24,,male,25-35,-1,male
architect,Hungarian,hu_25,,male,25-35,0,male
architect,Hungarian,hu_26,,female,25-35,0,male
architect,Hungarian,hu_28,,male,25-35,-2,male
architect,Hungarian,hu_30,,female,25-35,-3,male
architect,Hungarian,hu_31,,male,25-35,-3,male
architect,Hungarian,hu_33,,male,35-45,-2,male
architect,Hungarian,hu_34,,female,25-35,-3,male
architect,Hungarian,hu_35,,male,35-45,0,male
architect,Hungarian,hu_36,,male,25-35,-1,male
architect,Hungarian,hu_37,,male,25-35,-3,male
architect,Hungarian,hu_38,,female,35-45,-2,male
architect,Hungarian,hu_40,,male,25-35,-1,male
architect,Hungarian,hu_42,,female,25-35,0,male
architect,Hungarian,hu_43,,male,25-35,-1,male
architect,Hungarian,hu_44,,male,25-35,-1,male
architect,Hungarian,hu_45,,female,<25,-2,male
architect,Hungarian,hu_46,,female,25-35,0,male
architect,Hungarian,hu_47,,male,25-35,0,male
architect,Hungarian,hu_48,,male,35-45,-1,male
architect,Hungarian,hu_49,,male,25-35,-3,male
architect,Hungarian,hu_50,,male,25-35,-2,male
architect,Hungarian,hu_51,,male,25-35,0,male
architect,Hungarian,hu_52,,male,25-35,1,male
architect,Hungarian,hu_53,,male,25-35,-1,male
architect,Hungarian,hu_54,,male,45-55,0,male
architect,Hungarian,hu_55,,female,35-45,-2,male
architect,Hungarian,hu_56,,female,25-35,-1,male
architect,Hungarian,hu_58,,female,25-35,-1,male
architect,Hungarian,hu_60,,female,25-35,0,male
architect,Hungarian,hu_62,,male,25-35,0,male
architect,Hungarian,hu_64,,male,<25,-2,male
architect,Hungarian,hu_65,,female,35-45,-1,male
architect,Hungarian,hu_66,,female,25-35,-1,male
architect,Hungarian,hu_67,,male,<25,-2,male
architect,Hungarian,hu_68,,female,35-45,0,male
architect,Hungarian,hu_70,,male,25-35,0,male
architect,Hungarian,hu_71,,female,25-35,-1,male
architect,Hungarian,hu_72,,male,<25,-1,male
architect,Hungarian,hu_73,,female,25-35,-1,male
architect,Hungarian,hu_74,,male,25-35,-1,male
architect,Hungarian,hu_76,,male,45-55,-2,male
architect,Hungarian,hu_77,,female,25-35,-1,male
architect,Hungarian,hu_78,,male,35-45,-2,male
architect,Hungarian,hu_79,,female,25-35,0,male
architect,Hungarian,hu_80,,male,25-35,-2,male
architect,Hungarian,hu_81,,female,25-35,-2,male
architect,Hungarian,hu_82,,male,35-45,-1,male
architect,Hungarian,hu_83,,female,35-45,-3,male
architect,Hungarian,hu_84,,female,25-35,-1,male
architect,Hungarian,hu_85,,female,35-45,0,male
architect,Hungarian,hu_86,,female,45-55,-1,male
architect,Hungarian,hu_87,,female,<25,0,male
architect,Hungarian,hu_88,,male,35-45,-2,male
architect,Hungarian,hu_89,,female,<25,-1,male
architect,Hungarian,hu_90,,female,25-35,0,male
architect,Hungarian,hu_93,,male,25-35,-2,male
architect,Hungarian,hu_95,,male,35-45,1,male
architect,Hungarian,hu_96,,male,25-35,-2,male
architect,Hungarian,hu_97,,female,35-45,-3,male
architect,Hungarian,hu_99,,male,35-45,-2,male
scientist,Hungarian,hu_1,,male,25-35,0,male
scientist,Hungarian,hu_2,,male,45-55,-1,male
scientist,Hungarian,hu_3,,male,25-35,0,male
scientist,Hungarian,hu_4,,male,35-45,-1,male
scientist,Hungarian,hu_5,,male,25-35,0,male
scientist,Hungarian,hu_6,,male,25-35,-1,male
scientist,Hungarian,hu_7,,female,35-45,-1,male
scientist,Hungarian,hu_8,,female,45-55,-2,male
scientist,Hungarian,hu_9,,male,25-35,0,male
scientist,Hungarian,hu_10,,male,35-45,0,male
scientist,Hungarian,hu_11,,female,45-55,0,male
scientist,Hungarian,hu_12,,male,25-35,0,male
scientist,Hungarian,hu_14,,female,25-35,0,male
scientist,Hungarian,hu_15,,female,35-45,0,male
scientist,Hungarian,hu_16,,female,25-35,-1,male
scientist,Hungarian,hu_17,,female,45-55,0,male
scientist,Hungarian,hu_18,,female,45-55,0,male
scientist,Hungarian,hu_19,,female,25-35,0,male
scientist,Hungarian,hu_20,,female,25-35,-1,male
scientist,Hungarian,hu_21,,female,25-35,0,male
scientist,Hungarian,hu_22,,male,25-35,0,male
scientist,Hungarian,hu_23,,male,25-35,-1,male
scientist,Hungarian,hu_24,,male,25-35,0,male
scientist,Hungarian,hu_25,,male,25-35,-2,male
scientist,Hungarian,hu_26,,female,25-35,-2,male
scientist,Hungarian,hu_28,,male,25-35,-1,male
scientist,Hungarian,hu_30,,female,25-35,-2,male
scientist,Hungarian,hu_31,,male,25-35,-2,male
scientist,Hungarian,hu_33,,male,35-45,0,male
scientist,Hungarian,hu_34,,female,25-35,-3,male
scientist,Hungarian,hu_35,,male,35-45,0,male
scientist,Hungarian,hu_36,,male,25-35,0,male
scientist,Hungarian,hu_37,,male,25-35,-1,male
scientist,Hungarian,hu_38,,female,35-45,-2,male
scientist,Hungarian,hu_40,,male,25-35,0,male
scientist,Hungarian,hu_42,,female,25-35,0,male
scientist,Hungarian,hu_43,,male,25-35,0,male
scientist,Hungarian,hu_44,,male,25-35,0,male
scientist,Hungarian,hu_45,,female,<25,-1,male
scientist,Hungarian,hu_46,,female,25-35,0,male
scientist,Hungarian,hu_47,,male,25-35,-1,male
scientist,Hungarian,hu_48,,male,35-45,0,male
scientist,Hungarian,hu_49,,male,25-35,-1,male
scientist,Hungarian,hu_50,,male,25-35,0,male
scientist,Hungarian,hu_51,,male,25-35,0,male
scientist,Hungarian,hu_52,,male,25-35,0,male
scientist,Hungarian,hu_53,,male,25-35,0,male
scientist,Hungarian,hu_54,,male,45-55,0,male
scientist,Hungarian,hu_55,,female,35-45,-2,male
scientist,Hungarian,hu_56,,female,25-35,-1,male
scientist,Hungarian,hu_58,,female,25-35,0,male
scientist,Hungarian,hu_60,,female,25-35,0,male
scientist,Hungarian,hu_62,,male,25-35,1,male
scientist,Hungarian,hu_64,,male,<25,0,male
scientist,Hungarian,hu_65,,female,35-45,-1,male
scientist,Hungarian,hu_66,,female,25-35,0,male
scientist,Hungarian,hu_67,,male,<25,-2,male
scientist,Hungarian,hu_68,,female,35-45,0,male
scientist,Hungarian,hu_70,,male,25-35,0,male
scientist,Hungarian,hu_71,,female,25-35,-1,male
scientist,Hungarian,hu_72,,male,<25,-1,male
scientist,Hungarian,hu_73,,female,25-35,-2,male
scientist,Hungarian,hu_74,,male,25-35,-1,male
scientist,Hungarian,hu_76,,male,45-55,0,male
scientist,Hungarian,hu_77,,female,25-35,-2,male
scientist,Hungarian,hu_78,,male,35-45,-2,male
scientist,Hungarian,hu_79,,female,25-35,0,male
scientist,Hungarian,hu_80,,male,25-35,-1,male
scientist,Hungarian,hu_81,,female,25-35,1,male
scientist,Hungarian,hu_82,,male,35-45,0,male
scientist,Hungarian,hu_83,,female,35-45,-2,male
scientist,Hungarian,hu_84,,female,25-35,-1,male
scientist,Hungarian,hu_85,,female,35-45,0,male
scientist,Hungarian,hu_86,,female,45-55,-1,male
scientist,Hungarian,hu_87,,female,<25,0,male
scientist,Hungarian,hu_88,,male,35-45,-2,male
scientist,Hungarian,hu_89,,female,<25,-1,male
scientist,Hungarian,hu_90,,female,25-35,0,male
scientist,Hungarian,hu_93,,male,25-35,-1,male
scientist,Hungarian,hu_95,,male,35-45,-1,male
scientist,Hungarian,hu_96,,male,25-35,-2,male
scientist,Hungarian,hu_97,,female,35-45,-2,male
scientist,Hungarian,hu_99,,male,35-45,-2,male
nurse,Hungarian,hu_1,,male,25-35,1,female
nurse,Hungarian,hu_2,,male,45-55,0,female
nurse,Hungarian,hu_3,,male,25-35,1,female
nurse,Hungarian,hu_4,,male,35-45,3,female
nurse,Hungarian,hu_5,,male,25-35,-3,female
nurse,Hungarian,hu_6,,male,25-35,0,female
nurse,Hungarian,hu_7,,female,35-45,-1,female
nurse,Hungarian,hu_8,,female,45-55,2,female
nurse,Hungarian,hu_9,,male,25-35,2,female
nurse,Hungarian,hu_10,,male,35-45,2,female
nurse,Hungarian,hu_11,,female,45-55,0,female
nurse,Hungarian,hu_12,,male,25-35,1,female
nurse,Hungarian,hu_14,,female,25-35,0,female
nurse,Hungarian,hu_15,,female,35-45,2,female
nurse,Hungarian,hu_16,,female,25-35,1,female
nurse,Hungarian,hu_17,,female,45-55,0,female
nurse,Hungarian,hu_18,,female,45-55,-1,female
nurse,Hungarian,hu_19,,female,25-35,-1,female
nurse,Hungarian,hu_20,,female,25-35,1,female
nurse,Hungarian,hu_21,,female,25-35,0,female
nurse,Hungarian,hu_22,,male,25-35,1,female
nurse,Hungarian,hu_23,,male,25-35,0,female
nurse,Hungarian,hu_24,,male,25-35,0,female
nurse,Hungarian,hu_25,,male,25-35,1,female
nurse,Hungarian,hu_26,,female,25-35,0,female
nurse,Hungarian,hu_28,,male,25-35,2,female
nurse,Hungarian,hu_30,,female,25-35,0,female
nurse,Hungarian,hu_31,,male,25-35,0,female
nurse,Hungarian,hu_33,,male,35-45,0,female
nurse,Hungarian,hu_34,,female,25-35,1,female
nurse,Hungarian,hu_35,,male,35-45,0,female
nurse,Hungarian,hu_36,,male,25-35,0,female
nurse,Hungarian,hu_37,,male,25-35,3,female
nurse,Hungarian,hu_38,,female,35-45,2,female
nurse,Hungarian,hu_40,,male,25-35,2,female
nurse,Hungarian,hu_42,,female,25-35,-1,female
nurse,Hungarian,hu_43,,male,25-35,-1,female
nurse,Hungarian,hu_44,,male,25-35,0,female
nurse,Hungarian,hu_45,,female,<25,2,female
nurse,Hungarian,hu_46,,female,25-35,0,female
nurse,Hungarian,hu_47,,male,25-35,2,female
nurse,Hungarian,hu_48,,male,35-45,0,female
nurse,Hungarian,hu_49,,male,25-35,-3,female
nurse,Hungarian,hu_50,,male,25-35,1,female
nurse,Hungarian,hu_51,,male,25-35,2,female
nurse,Hungarian,hu_52,,male,25-35,0,female
nurse,Hungarian,hu_53,,male,25-35,1,female
nurse,Hungarian,hu_54,,male,45-55,0,female
nurse,Hungarian,hu_55,,female,35-45,2,female
nurse,Hungarian,hu_56,,female,25-35,1,female
nurse,Hungarian,hu_58,,female,25-35,0,female
nurse,Hungarian,hu_60,,female,25-35,1,female
nurse,Hungarian,hu_62,,male,25-35,0,female
nurse,Hungarian,hu_64,,male,<25,2,female
nurse,Hungarian,hu_65,,female,35-45,0,female
nurse,Hungarian,hu_66,,female,25-35,0,female
nurse,Hungarian,hu_67,,male,<25,2,female
nurse,Hungarian,hu_68,,female,35-45,0,female
nurse,Hungarian,hu_70,,male,25-35,0,female
nurse,Hungarian,hu_71,,female,25-35,2,female
nurse,Hungarian,hu_72,,male,<25,0,female
nurse,Hungarian,hu_73,,female,25-35,2,female
nurse,Hungarian,hu_74,,male,25-35,1,female
nurse,Hungarian,hu_76,,male,45-55,3,female
nurse,Hungarian,hu_77,,female,25-35,0,female
nurse,Hungarian,hu_78,,male,35-45,0,female
nurse,Hungarian,hu_79,,female,25-35,0,female
nurse,Hungarian,hu_80,,male,25-35,2,female
nurse,Hungarian,hu_81,,female,25-35,1,female
nurse,Hungarian,hu_82,,male,35-45,0,female
nurse,Hungarian,hu_83,,female,35-45,0,female
nurse,Hungarian,hu_84,,female,25-35,1,female
nurse,Hungarian,hu_85,,female,35-45,0,female
nurse,Hungarian,hu_86,,female,45-55,2,female
nurse,Hungarian,hu_87,,female,<25,1,female
nurse,Hungarian,hu_88,,male,35-45,2,female
nurse,Hungarian,hu_89,,female,<25,0,female
nurse,Hungarian,hu_90,,female,25-35,-1,female
nurse,Hungarian,hu_93,,male,25-35,2,female
nurse,Hungarian,hu_95,,male,35-45,-1,female
nurse,Hungarian,hu_96,,male,25-35,2,female
nurse,Hungarian,hu_97,,female,35-45,-1,female
nurse,Hungarian,hu_99,,male,35-45,0,female
cashier,Hungarian,hu_1,,male,25-35,1,female
cashier,Hungarian,hu_2,,male,45-55,2,female
cashier,Hungarian,hu_3,,male,25-35,0,female
cashier,Hungarian,hu_4,,male,35-45,2,female
cashier,Hungarian,hu_5,,male,25-35,0,female
cashier,Hungarian,hu_6,,male,25-35,2,female
cashier,Hungarian,hu_7,,female,35-45,1,female
cashier,Hungarian,hu_8,,female,45-55,2,female
cashier,Hungarian,hu_9,,male,25-35,2,female
cashier,Hungarian,hu_10,,male,35-45,1,female
cashier,Hungarian,hu_11,,female,45-55,1,female
cashier,Hungarian,hu_12,,male,25-35,1,female
cashier,Hungarian,hu_14,,female,25-35,0,female
cashier,Hungarian,hu_15,,female,35-45,1,female
cashier,Hungarian,hu_16,,female,25-35,2,female
cashier,Hungarian,hu_17,,female,45-55,0,female
cashier,Hungarian,hu_18,,female,45-55,0,female
cashier,Hungarian,hu_19,,female,25-35,1,female
cashier,Hungarian,hu_20,,female,25-35,1,female
cashier,Hungarian,hu_21,,female,25-35,0,female
cashier,Hungarian,hu_22,,male,25-35,2,female
cashier,Hungarian,hu_23,,male,25-35,0,female
cashier,Hungarian,hu_24,,male,25-35,2,female
cashier,Hungarian,hu_25,,male,25-35,1,female
cashier,Hungarian,hu_26,,female,25-35,0,female
cashier,Hungarian,hu_28,,male,25-35,1,female
cashier,Hungarian,hu_30,,female,25-35,2,female
cashier,Hungarian,hu_31,,male,25-35,3,female
cashier,Hungarian,hu_33,,male,35-45,1,female
cashier,Hungarian,hu_34,,female,25-35,1,female
cashier,Hungarian,hu_35,,male,35-45,0,female
cashier,Hungarian,hu_36,,male,25-35,0,female
cashier,Hungarian,hu_37,,male,25-35,2,female
cashier,Hungarian,hu_38,,female,35-45,2,female
cashier,Hungarian,hu_40,,male,25-35,2,female
cashier,Hungarian,hu_42,,female,25-35,0,female
cashier,Hungarian,hu_43,,male,25-35,0,female
cashier,Hungarian,hu_44,,male,25-35,0,female
cashier,Hungarian,hu_45,,female,<25,2,female
cashier,Hungarian,hu_46,,female,25-35,0,female
cashier,Hungarian,hu_47,,male,25-35,0,female
cashier,Hungarian,hu_48,,male,35-45,0,female
cashier,Hungarian,hu_49,,male,25-35,0,female
cashier,Hungarian,hu_50,,male,25-35,2,female
cashier,Hungarian,hu_51,,male,25-35,1,female
cashier,Hungarian,hu_52,,male,25-35,2,female
cashier,Hungarian,hu_53,,male,25-35,0,female
cashier,Hungarian,hu_54,,male,45-55,0,female
cashier,Hungarian,hu_55,,female,35-45,2,female
cashier,Hungarian,hu_56,,female,25-35,0,female
cashier,Hungarian,hu_58,,female,25-35,0,female
cashier,Hungarian,hu_60,,female,25-35,0,female
cashier,Hungarian,hu_62,,male,25-35,0,female
cashier,Hungarian,hu_64,,male,<25,1,female
cashier,Hungarian,hu_65,,female,35-45,1,female
cashier,Hungarian,hu_66,,female,25-35,0,female
cashier,Hungarian,hu_67,,male,<25,2,female
cashier,Hungarian,hu_68,,female,35-45,0,female
cashier,Hungarian,hu_70,,male,25-35,0,female
cashier,Hungarian,hu_71,,female,25-35,2,female
cashier,Hungarian,hu_72,,male,<25,0,female
cashier,Hungarian,hu_73,,female,25-35,2,female
cashier,Hungarian,hu_74,,male,25-35,2,female
cashier,Hungarian,hu_76,,male,45-55,0,female
cashier,Hungarian,hu_77,,female,25-35,1,female
cashier,Hungarian,hu_78,,male,35-45,1,female
cashier,Hungarian,hu_79,,female,25-35,0,female
cashier,Hungarian,hu_80,,male,25-35,1,female
cashier,Hungarian,hu_81,,female,25-35,2,female
cashier,Hungarian,hu_82,,male,35-45,0,female
cashier,Hungarian,hu_83,,female,35-45,1,female
cashier,Hungarian,hu_84,,female,25-35,1,female
cashier,Hungarian,hu_85,,female,35-45,2,female
cashier,Hungarian,hu_86,,female,45-55,0,female
cashier,Hungarian,hu_87,,female,<25,0,female
cashier,Hungarian,hu_88,,male,35-45,2,female
cashier,Hungarian,hu_89,,female,<25,0,female
cashier,Hungarian,hu_90,,female,25-35,0,female
cashier,Hungarian,hu_93,,male,25-35,2,female
cashier,Hungarian,hu_95,,male,35-45,1,female
cashier,Hungarian,hu_96,,male,25-35,1,female
cashier,Hungarian,hu_97,,female,35-45,1,female
cashier,Hungarian,hu_99,,male,35-45,1,female
judge,Hungarian,hu_1,,male,25-35,-1,male
judge,Hungarian,hu_2,,male,45-55,0,male
judge,Hungarian,hu_3,,male,25-35,0,male
judge,Hungarian,hu_4,,male,35-45,-1,male
